Sigfox;Serial;No;Pac;RTS;Serial;No
01F82FBA;64510D98A2BE1CB6;0000001021131943;null;20;IceMeter;Pulse
01F83053;C85C3DE0771A662D;0000001321136267;null;7;IceMeter;Pulse
01F83065;ADE1604DF218C055;0000001021130804;null;59;IceMeter;Pulse
01F830A4;CF89119CA237B537;0000001621143477;null;50;IceMeter;Pulse
01F830B8;979DB993502DB468;0000001221135254;null;36;IceMeter;Pulse
01F830C4;0F3744DCD0CA3F2F;0000001221135108;null;39;IceMeter;Pulse
01F8310A;05D02B545FD34277;0000001421137509;null;10;IceMeter;Pulse
01F83232;ED60750B026BFAAB;0000001021130032;null;26;IceMeter;Pulse
01F83240;9F1E040B298A4A1E;0000001021131322;null;51;IceMeter;Pulse
01F832AD;D222ABCDB0AB87DD;0000001221135054;null;65;IceMeter;Pulse
01F832B4;8D40386874FC60DD;0000001221135434;null;59;IceMeter;Pulse
01F832DF;E52870ED6DE245C4;0000001421137738;null;13;IceMeter;Pulse
01F83483;77CD68CF32F9737A;0000001421137636;null;34;IceMeter;Pulse
01F834AA;447C6E1A129234C0;0000001121132486;null;56;IceMeter;Pulse
01F834B5;AF6D55CB446E6251;0000001321136133;null;17;IceMeter;Pulse
01F834BB;2A3D28CEEF5DE32B;0000001321136397;null;45;IceMeter;Pulse
01F834C0;05A94B4A49D2EF69;0000001321136277;null;23;IceMeter;Pulse
01F834C6;B46F0EF2AEE1922A;0000001321136328;null;49;IceMeter;Pulse
01F83619;5B4A14A84EB6EF8D;0000001121132131;null;2;IceMeter;Pulse
01F83663;3D83673A9B1B0F1E;0000001121132015;null;35;IceMeter;Pulse
01F83668;20E55E39D6AFF325;0000001121132011;null;20;IceMeter;Pulse
01F836AD;91BDD90ACCAD9DEA;0000001121134152;null;72;IceMeter;Pulse
01F837FE;B6A70FF510BA5D22;0000001021130916;null;40;IceMeter;Pulse
01F83808;32C92061651C0B6A;0000001021130922;null;76;IceMeter;Pulse
01F8380E;784F3CB9589CBCEA;0000001321136318;null;58;IceMeter;Pulse
01F839AA;B5FA43A5DE9D950B;0000001321136355;null;70;IceMeter;Pulse
01F839B1;E893C8F3C31BB38E;0000001321136258;null;27;IceMeter;Pulse
01F83B3F;348FDE41B22EE5E2;0000001321136262;null;33;IceMeter;Pulse
01F83BF9;1B5B9FAA7205CD54;0000001321136138;null;17;IceMeter;Pulse
01F841AC;F0861F95EF16024A;0000001321136080;null;67;IceMeter;Pulse
01F8427B;3A47A5C382181AD7;0000001121133317;null;79;IceMeter;Pulse
01F84280;E4A1F10F31FCF8F5;0000001121133929;null;60;IceMeter;Pulse
01F8432E;C80CB7E0E6FF349C;0000001321136280;null;60;IceMeter;Pulse
01F84335;3718E77EEF0C6EC9;0000001321136324;null;38;IceMeter;Pulse
01F84343;462B221E73F82457;0000001121133266;null;55;IceMeter;Pulse
01F844E4;4460A74182D782F6;0000001321136281;null;34;IceMeter;Pulse
01F844E6;701CD89F783BCFC1;0000001021130763;null;60;IceMeter;Pulse
01F84554;BA49C7258AEE5479;0000001021130267;null;34;IceMeter;Pulse
01F84568;D33BCE936F1AAC01;0000001421136630;null;59;IceMeter;Pulse
01F84627;D57D9D2CA9E0F98E;0000001321136393;null;40;IceMeter;Pulse
01F84635;3F54966523A1F719;0000001321136313;null;46;IceMeter;Pulse
01F84636;986BEEAC220AA6F3;0000001321136140;null;17;IceMeter;Pulse
01F8463B;8087659F2A9424F6;0000001321136147;null;18;IceMeter;Pulse
01F84640;112878D2254813A9;0000001321136134;null;17;IceMeter;Pulse
01F84644;B6830FE8A48E8D08;0000001321136127;null;17;IceMeter;Pulse
01F846D4;C713F84EF1F99D14;0000001321136342;null;50;IceMeter;Pulse
01F846D7;A8E6A94FA6E4781A;0000001321136330;null;51;IceMeter;Pulse
01F846D8;4BA7A2ABC2212D0F;0000001321136294;null;37;IceMeter;Pulse
01F846DF;4883C1481FFDA7DE;0000001321136274;null;13;IceMeter;Pulse
01F84766;B2196383DED40DFD;0000001321136153;null;36;IceMeter;Pulse
01F8476B;154FEA5B7F4B942D;0000001021130030;null;39;IceMeter;Pulse
01F8476C;3C4F24BDC8BB73DF;0000001021130918;null;48;IceMeter;Pulse
01F8477E;106DD1AF1F28C695;0000001321136156;null;14;IceMeter;Pulse
01F84780;2B73ECD22955723D;0000001321136296;null;21;IceMeter;Pulse
01F84856;C444CF54D761556E;0000001321136319;null;39;IceMeter;Pulse
01F84864;6257C1FE4219B9FF;0000001321136333;null;39;IceMeter;Pulse
01F84E98;CE71F0F2CEB06991;0000001221135263;null;19;IceMeter;Pulse
01F84EA0;D7317EFD35DCA3FF;0000001121132742;null;21;IceMeter;Pulse
01F84F0C;DB7DEB7C6C900D55;0000001121132412;null;53;IceMeter;Pulse
01F84F0D;707D3D244CB2FAD3;0000001121132414;null;69;IceMeter;Pulse
01F84F10;8775953C2AC0DBC2;0000001021130890;null;49;IceMeter;Pulse
01F84F31;3504B0974E436DC1;0000001621143520;null;56;IceMeter;Pulse
01F84F79;9702524E2210DF05;0000001421137691;null;55;IceMeter;Pulse
01F84F90;2E2059E78EAD6D49;0000001421137709;null;40;IceMeter;Pulse
01F85022;7B36D60A8E944C46;0000001421137706;null;57;IceMeter;Pulse
01F8574C;C430E61A5D5AB8DC;0000001421136629;null;59;IceMeter;Pulse
01F8576A;B951B03315B9E1EA;0000001321136363;null;51;IceMeter;Pulse
01F8577C;67FEBA888F3F9A3C;0000001421137648;null;54;IceMeter;Pulse
01F857F8;0D174E7BD70D608B;0000001421137485;null;19;IceMeter;Pulse
01F85807;2B8098887F48AD81;0000001421137483;null;25;IceMeter;Pulse
01F8580C;85CF49F7D1F426EE;0000001421137481;null;12;IceMeter;Pulse
01F85828;AA440CB8C0558EC2;0000001421137693;null;27;IceMeter;Pulse
01F85882;E6BBB209B54B00FE;0000001321136371;null;69;IceMeter;Pulse
01F85896;1AF7E2EB88510441;0000001321136183;null;14;IceMeter;Pulse
01F85991;65B710E8DFABC133;0000001421137473;null;38;IceMeter;Pulse
01F85997;9E0261243F46FD11;0000001421137487;null;11;IceMeter;Pulse
01F859DB;466C04896B202EF9;0000001421136642;null;66;IceMeter;Pulse
01F859DF;E4E78C73F5013430;0000001421137480;null;35;IceMeter;Pulse
01F859E3;84981537F973A4C4;0000001421136852;null;20;IceMeter;Pulse
01F859E8;36ABBEBEE2F4C107;0000001421137613;null;21;IceMeter;Pulse
01F859EF;D84678C76645C33F;0000001421136636;null;75;IceMeter;Pulse
01F859F6;325E3B9C488B0430;0000001421136665;null;67;IceMeter;Pulse
01F85A1E;37798BF59D5C60AF;0000001421137626;null;54;IceMeter;Pulse
01F85A1F;0A3A785218B0D52D;0000001421137617;null;51;IceMeter;Pulse
01F85A21;4F9CAD49FBC6F7F0;0000001421137362;null;28;IceMeter;Pulse
01F85A6D;7BA45D1D29342C9E;0000001421136639;null;76;IceMeter;Pulse
01F85A84;9105D0D4A4EABFF6;0000001121132515;null;53;IceMeter;Pulse
01F85ABD;61049E3F67E4074E;0000001421137598;null;37;IceMeter;Pulse
01F85B00;0206BAD0DF573C98;0000001121132451;null;49;IceMeter;Pulse
01F85B09;309A590712F5AC9A;0000001121132454;null;39;IceMeter;Pulse
01F85B93;0404BCF0ACD75FAF;0000001421137697;null;52;IceMeter;Pulse
01F85BE3;C05C3CD627B9F0A2;0000001421136631;null;77;IceMeter;Pulse
01F85BED;27A646D5C652FBF8;0000001221135159;null;22;IceMeter;Pulse
01F85BF0;A92BDA4161732EBD;0000001121132449;null;66;IceMeter;Pulse
01F85BFE;043F1C38501AF2EF;0000001221135161;null;24;IceMeter;Pulse
01F85C01;82C0093B774E4340;0000001421136661;null;80;IceMeter;Pulse
01F85CAA;E8E697168A32FBD4;0000001221135360;null;59;IceMeter;Pulse
01F85CC9;B5B79DA205BCF65E;0000001021131301;null;38;IceMeter;Pulse
01F85D8D;025D0DD0827931BD;0000001021131300;null;40;IceMeter;Pulse
01F9D56C;F1014D1707622E34;0000001621143497;null;48;IceMeter;Pulse
01F9D573;448D42E8DE9D1342;0000001421137079;null;39;IceMeter;Pulse
01F9D57C;6C005F2DBAEA4CAA;0000001621143458;null;70;IceMeter;Pulse
01F9D5A2;DB1BF51B641F339A;0000001421137080;null;54;IceMeter;Pulse
01F9D5D1;61A1C6D9B983EFE3;0000000921128942;null;7;IceMeter;Pulse
01F9D5F0;AB329DC8921F44DC;0000000821125887;null;5;IceMeter;Pulse
01F9D621;2F36A2D3BA4C0B50;0000001621143474;null;70;IceMeter;Pulse
01F9D718;6F8217BE1A526D01;0000001621143478;null;69;IceMeter;Pulse
01F9D724;2C675B0DBB77A2A1;0000001621143482;null;40;IceMeter;Pulse
01F9D77D;573ACCEE0A86719D;0000001621143518;null;77;IceMeter;Pulse
01F9D7A5;209A807092F761F0;0000001621143481;null;24;IceMeter;Pulse
01F9D7A8;6653310A50730FC1;0000001621143548;null;48;IceMeter;Pulse
01F9D7EB;138786A61373B922;0000001621143515;null;55;IceMeter;Pulse
01F9D81C;2EB8B3CD059B4F85;0000001621143447;null;80;IceMeter;Pulse
01F9DD5F;AD756EC3D6491680;0000000621120336;null;5;IceMeter;Pulse
01F9DE8B;BD46EF149EDDEE3D;0000001121132411;null;74;IceMeter;Pulse
01F9DE8F;2C0FF9CDC194A8DE;0000000921127127;null;7;IceMeter;Pulse
01F9DEA6;500F7F92201266A8;0000001121133297;null;48;IceMeter;Pulse
01F9DEAB;FECADAC2F9ECC3AC;0000000921127141;null;6;IceMeter;Pulse
01F9E338;5BF7563989ADF5C8;0000001221135123;null;53;IceMeter;Pulse
01F9E34B;4D02F639CDBAFB49;0000001221135201;null;23;IceMeter;Pulse
01F9E353;1A47419D1A095588;0000001121132905;null;16;IceMeter;Pulse
01F9E37A;BB7CF75E1C050479;0000001221135124;null;38;IceMeter;Pulse
01F9E37D;9AA8BF5CA08BCD59;0000001221135126;null;33;IceMeter;Pulse
01F9E382;4F59255A1978B6C3;0000001121134063;null;60;IceMeter;Pulse
01F9E38D;99E7B7D0AABBDCE4;0000001221135199;null;16;IceMeter;Pulse
01F9E3A5;400C08C07E3D6F84;0000001121132425;null;75;IceMeter;Pulse
01F9E3AE;925B5336B25D81D7;0000001221135196;null;14;IceMeter;Pulse
01F9E3B1;D77CF8A66BC40F28;0000001121133358;null;39;IceMeter;Pulse
01F9E3B8;99DB578666AFEF4E;0000001221135130;null;57;IceMeter;Pulse
01F9E3C0;5BE4199AF1FF7012;0000001221135128;null;59;IceMeter;Pulse
01F9E3C5;D5AAB7EEE20C490C;0000001221135127;null;40;IceMeter;Pulse
01F9E3CF;B2EEB87B0C67488D;0000000921128050;null;5;IceMeter;Pulse
01F9E3D5;8B1AFEAF5FD441C5;0000001021129388;null;6;IceMeter;Pulse
01F9E3F0;688B9C49C7982F29;0000001121132417;null;51;IceMeter;Pulse
01F9E3F2;430EAC2E23035680;0000001221135194;null;9;IceMeter;Pulse
01F9E404;D17BA4310EF7D36C;0000001121133295;null;56;IceMeter;Pulse
01F9E408;C3C389186F500C61;0000001221135412;null;76;IceMeter;Pulse
01F9E416;DCD2209A100D98C0;0000001121133187;null;71;IceMeter;Pulse
01F9E419;FE72D818380383F8;0000001221135121;null;48;IceMeter;Pulse
01F9E422;55245682F64B3A9A;0000001121133288;null;53;IceMeter;Pulse
01F9E424;2ED5C9CB981BB2F0;0000001121133204;null;57;IceMeter;Pulse
01F9E436;38F33415F99D419C;0000001121133289;null;70;IceMeter;Pulse
01F9E439;0449BF4B760287D9;0000001121132419;null;23;IceMeter;Pulse
01F9E43B;EA5FE0E7294EF23B;0000001121133354;null;55;IceMeter;Pulse
01F9E443;123A092E6D79403D;0000001321136259;null;18;IceMeter;Pulse
01F9E4A1;B01F362A0F9D1C99;0000001121133300;null;67;IceMeter;Pulse
01F9E4C4;C52B5CC586A7C960;0000001021130238;null;18;IceMeter;Pulse
01F9E4CA;CE006708EA08DE2E;0000000921128082;null;6;IceMeter;Pulse
01F9E4EF;FE93E056099343B4;0000000921127179;null;6;IceMeter;Pulse
01F9E51B;33D8297693BACB9B;0000001021130895;null;48;IceMeter;Pulse
01F9E548;FC35268DB729DCBE;0000001121133256;null;71;IceMeter;Pulse
01F9E554;84031D99AB0D212A;0000001021130360;null;21;IceMeter;Pulse
01F9E569;7E3CDB211C91354B;0000001021129380;null;5;IceMeter;Pulse
01F9E807;BA5F46F260420879;0000000621120500;null;6;IceMeter;Pulse
01F9E86A;57431B1F3D22AAFE;0000000721123466;null;15;IceMeter;Pulse
01F9F561;E2AD993318142FF5;0000000821126095;null;7;IceMeter;Pulse
01FA0678;4B258AD8B973799B;0000001621143502;null;76;IceMeter;Pulse
01FA06B0;61185277C6D5F5B9;0000001621143496;null;46;IceMeter;Pulse
01FA08DC;26C6D82F7BAB41DE;0000001621143495;null;55;IceMeter;Pulse
01FA095F;5947E4202F8F1981;0000001621143446;null;78;IceMeter;Pulse
01FA0AE0;C46AB286F231B01A;0000000621119772;null;5;IceMeter;Pulse
